Type,"Policy area","Sub-policy area","Policy action",Country,Topics
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","The&nbsp;Guideline Daily Amounts (GDAs) Label &amp; the&nbsp;Healthier Choices Logo&nbsp;

The Ministry of Public Health Notification (No. 374) BE. 2559 (2016) issued by the Thai Food and Drug Administration requires five categories of food (snack, chocolate, bakery, semi-processed food and chilled or frozen meal) to carry a Guideline Daily Amounts (GDAs) label.

In August 2016, the voluntary Healthier Choices logo was launched in Thailand, a front-of-pack&nbsp;labelling scheme to help consumers identify healthier food choices (Notification of the Ministry of Public Health No. 373, B.E.2559 2016, Re: The Display of Nutrition Symbol on Food Label, 12 February 2016). The logo was developed in collaboration between the National Food Commission, the Ministry of Health's Food and Drug Administration, the Health Promotion Foundation and Mahidol University. The Healthier Choices logo is owned by the Thai Food and Drug Administration, and its use is managed by the Nutrition Promotion Foundation of Mahidol University. The logo can be applied to beverages, sauces and condiments, dairy products, ready-to-eat meals, instant food and snacks; it is intended to eventually cover all food products. To be eligible for the logo, fish sauce must&nbsp;not contain more than 6g of sodium per 100ml, and soy sauce not more than 5g sodium per 100ml. Beverages must&nbsp;not contain more than 6g of sugar per 100ml if they are sold in single-serving containers; in beverages sold in containers that exceed 150% of a single serving, sugar must not exceed 18g per container. All other food&nbsp;must not exceed 500kcal and has&nbsp;to reach at least 20 points out of an achievable 40 points on the required nutrient content. The point system contains minimum and maximum levels of total fat, saturated fat, total sugar, protein, sodium, calcium fibre and iron in six categories, ranging from 0 (worst) to 5 (best).
",Thailand,"Front-of-pack, Salt, Saturated fat, Sugar, Voluntary measures, Warning"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","The Weqaya Logo

In 2015, the Health Authority Abu Dhabi (HAAD) introduced the voluntary Weqaya food programme which allows food producers to use the Weqaya logo on products which satisfy the criteria set out in the Specification for using the Weqaya food programme (ADS 13/2015). The logo consists of a heart shape in which the word ‘Weqaya’ is written, meaning ‘prevention’ in Arabic. The specifications require that products must adhere to maximum levels of calories, total fat, saturated and trans fat, sodium, added, total and naturally occurring sugars, and cholesterol. In addition, they may not be deep fried or contain artificial sweeteners and flavours.&nbsp;Flour, rice and grain-based products must contain minimum amounts of whole grains and fibre to be permitted to bear the logo. The only beverages allowed under the programme are unsweetened 100% vegetable juices, and unsweetened low fat milk and other fermented dairy products.
",UAE,"Fat, Label, Saturated fat, Sugar, Trans fats, Voluntary measures"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","The ""Multiple Traffic Light""&nbsp;Front of Pack Nutrition Labelling – UK

EU Regulation No. 1169/2011 allows voluntary repetition on pre-packed food labels of those elements of the mandatory nutrition declaration that are of key importance for public health. Colour coding is an additional form of expression. &nbsp;In 2013, UK Ministers recommended the ‘multiple traffic light’. This label uses a colour coded system to provide simplified ‘at a glance’ information to help consumers determine if the prepacked food they are considering purchasing is high (red), medium (amber) or low (green) in fat, saturated fat, sugars and salt. If providing front of pack nutrition labelling, energy must be declared as kJ/kcal per 100g/mL as a minimum.

Front of pack nutrition labels, or labels that use interpretational aids such as colours and symbols can support healthy choices and may reduce obesity rates by communicating complex nutritional information to shoppers in a way that is easy to understand. This in turn may reduce dietary intakes of calories and nutrients, such as salt, saturated fat and sugar which, if overconsumed, have been linked to chronic disease and may also help consumers to control their calorie intake.
In 2012, following significant research on labelling schemes, the UK Government and Devolved Administrations consulted on how greater consistency and clarity on FOPNL might be achieved. In 2013 UK Health Ministers recommended the voluntary multiple traffic light label, a colour-coded system which shows at a glance whether a product is high (red) medium (amber) or low (green) in fat, saturated fat, salt and sugars, including the total energy (kilocalories and kilojoules) it provides.
Between 30 July – 21 October 2020 the UK Government held a four-nation evidence-gathering consultation on our front of pack nutrition labelling scheme to consider whether improvements were needed. &nbsp;
•&nbsp;&nbsp; &nbsp;This invited views and evidence on the &nbsp;
o&nbsp;&nbsp; &nbsp;Current multiple traffic light scheme&nbsp;
o&nbsp;&nbsp; &nbsp;New international examples&nbsp;
o&nbsp;&nbsp; &nbsp;Whether FOPNL should reflect latest dietary advice&nbsp;
•&nbsp;&nbsp; &nbsp;Alongside the consultation we commissioned the Obesity Policy Research Unit to test which FOPNL options support people to make healthier choices. &nbsp;

Evaluations

Sacks G et al. (2009) Impact of front-of-pack ‘traffic-light’ nutrition labelling on consumer food purchases in the UK. Health Promotion International,&nbsp;24(4), 344-352.
",UK,"Fat, Front-of-pack, Salt, Saturated fat, Sugar, Traffic light, Voluntary measures"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","On-shelf labelling","The Food Safety Act&nbsp;

The Food Safety Act 2009 requires on-shelf labelling for canned luncheon meat, canned meat containing other food that has more than 20% fat, and for all minced meats and sausages sold unpackaged. The label should read ""This brand of canned luncheon meat/canned meat with (name of the other food) is high in fat. For a healthy diet eat less"". It is reported to not be widely implemented.
",Fiji,Fat
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","On-shelf labelling","The Pure Food (Food Control) Regulations&nbsp;

The Pure Food (Food Control) Regulations 2009 in the Solomon Islands require on-shelf labeling for canned luncheon meat, canned meat containing other food that has more than 20% fat, and for all minced meats and sausages sold unpackaged. The label should read ""This brand of canned luncheon meat/canned meat with (name of the other food) is high in fat. For a healthy diet eat less"". It is reported to not be widely implemented.
","Solomon Islands","Fat, Label, Warning"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","Guidelines on fast food menu labelling&nbsp;

In 2010, the Nutrition Section of the Ministry of Health of Bahrain&nbsp;developed voluntary menu labelling recommendations for fast food chain restaurants. Nutrients are mostly displayed per portion and include calories, fat, protein, carbohydrates, salt and sugar. Menu labelling may be done in a variety of ways such as on panels at ordering counters and checkouts or on food tray sheets. The main fast food chains operating in Bahrain have implemented the menu labelling recommendations (such as Burger King, McDonald’s, Diary Queen, Kentucky Fried Chicken, Subway and Jasmi’s).
",Bahrain,"Fast food restaurants, Fat, Menus, Salt, Sugar, Voluntary measures"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","The Healthy Menu Choices Act&nbsp;

In effect since 1 January 2017, Ontario’s Healthy Menu Choices Act, 2015 (passed in May 2015 as part of the Making Healthier Choices Act, 2015 (Bill 45) and accompanied by Ontario Regulation 50/16) requires food service premises that are part of a chain of 20 or more food service premises in Ontario (as well as certain cafeteria-style food service premises) to display calories for “standard food items” on menus, labels and display tags. Regulated food service premises include&nbsp;restaurants, quick-service restaurants, convenience stores, grocery stores, movie theatres, public-facing cafeterias, food trucks and others. “Standard food items” are restaurant-type food or drink items (eg ready-to-eat items) that are sold or offered for sale in servings that are standardised for portion and content. Menus include paper menus, menu boards, electronic menus, drive-through menus, online menus or menu applications, advertisements and promotional flyers. Food service premises must also display information on daily caloric requirements. Ontario’s 36 public health units are responsible for implementation of the Act. The Ministry of Health and Long-Term Care developed an implementation guide, fact sheets and a frequently asked questions document to facilitate and streamline implementation.
",Canada,"Fast food restaurants, Menus"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","Voluntary calorie labelling

In 2012, the Minister for Health called on all standard food service businesses to voluntarily display calories on food and drinks served in Ireland under the calorie menu labelling scheme as part of a multi-faceted approach to reduce the burden of overweight and obesity. To assist this, the Food Safety Authority of Ireland (FSAI) published a guide to ensure that the calorie information provided was useful for customers. This guide revolves around four core principles: 1) to provide calorie information on all standard food and drink items sold, 2) to have this information displayed clearly andprominently at the ‘point of choice’ for the consumer, 3) to display this information per portion or per meal and 4) to include information regarding average daily calorie needs so consumers can ‘make sense’ of calorie references on menus.
",Ireland,
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","Guidelines on&nbsp;Advertisement and Nutrition Labelling for Fast Food Restaurants&nbsp;

Based on the voluntary 2008 Guidelines on&nbsp;Advertisement and Nutrition Labelling for Fast Food Restaurants, Malaysian fast food restaurants are encouraged to display nutrient information on energy, carbohydrates, protein, fat and sodium for food and total sugar for beverages. Restaurants are free to decide how they display this information (eg&nbsp;on-pack labelling, brochures, posters in the outlet). Implementation of the Guidelines is not monitored but the Ministry of Health periodically engages with the fast food industry to urge companies to implement the Guidelines.
",Malaysia,"Fast food restaurants, Fat, Salt, Sugar, Voluntary measures"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","Principles for Introducing Point-of-Sale Nutrition Information in Standard Food Outlets

In October 2011, the (then) Legislative and Governance Forum on Food Regulation endorsed a set of principles to facilitate national consistency if jurisdictions elect to introduce state or territory based legislation for the display of point-of-sale nutrition information in standard food outlets. Based on these national principles the following regulations are in place: The QLD Health Legislation Amendment Act 2016 in the Australian Capital Territory (amendments to Food Regulation 2002 in effect since February 2012) and the states of New South Wales (Food Regulation 2010, in effect since February 2011), South Australia (amendments to Food Regulation 2002 in effect since February 2012), Queensland (amendments to Food Act 2006, passed in March 2016, enforceable from March 2017) and Victoria (amendment to Food Act 1984 in effect since 1 May 2018) require restaurant chains (eg fast food chains, ice cream bars) with ≥20 outlets in the state (or seven in the case of ACT), or 50 or more across Australia, to display the kilojoule content of food products on their menu boards. The display must be clear and legible. Average adult daily energy intake of 8,700kJ must also be prominently featured. Other chains/food outlets are allowed to provide this information on a voluntary basis, but must follow the provisions of the legislation (except in Victoria where voluntary display need not comply with the legislation). Work is currently underway to consider approaches to achieve better national consistency in menu labelling across Australia.

Evaluations

Wellard L et al. (2015) The availability and accessibility of nutrition information in fast food outlets in five states post-menu labelling legislation in New South Wales. Australian and New Zealand Journal of Public Health,&nbsp;39(6), 546-549.

New South Wales Food Authority (2013) Evaluation of Kilojoule Menu Labelling. NSW Food Authority,&nbsp;Newington,&nbsp;NSW.
","New Zealand","Fast food restaurants, Menus"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","The Special Act on Safety Control of Children's Dietary Life&nbsp;

Since 2010, the South Korean Special Act on Safety Control of Children’s Dietary Life has required all chain restaurants with 100 or more establishments to display nutrient information on menus including energy, total sugars, protein, saturated fat and sodium on menus.
","South Korea","Fast food restaurants, Menus, Salt, Saturated fat, Sugar"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","The Act Governing Food Safety and Sanitation&nbsp;

Since July 2015, convenience store chains, drink vendor chains and fast food chains have to label the sugar and caffeine content of prepared-when-ordered drinks (eg&nbsp;coffee- and tea-based drinks, fruit and vegetable juices) according to a regulation based on the Act Governing Food Safety and Sanitation. The amount of sugar added to drinks (specified in sugar cubes) and its calorie content have to be displayed on drink menus and/or notice boards in a prescribed minimum font. In addition, different colours have to be used to signal the level of caffeine contained in coffee drinks. It is reported that many stores are not compliant with these labelling requirements due to lack of resources.
",Taiwan,"Fast food restaurants, Menus, Sugar"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","The Responsibility Deal

In England, as part of the government’s Responsibility Deal, 45 out-of-home businesses committed to provide calorie information on menus and display boards, including some leading companies. Although voluntary, the label had to follow a standard government model. The Out of Home Calorie Labelling pledge was implemented in September 2011. The Responsibility Deal was operational during the coalition government from 2010 to 2015.

Expired policy

Evaluations

Knai C et al. (2017)&nbsp;An evaluation of a public–private partnership to reduce artificial trans fatty acids in England, 2011–2016.&nbsp;European Journal of Public Health,&nbsp;ckx002, 1-4.

Durand MA et al. (2015)&nbsp;An evaluation of the Public Health Responsibility Deal: Informants’ experiences and views of the development, implementation and achievements of a pledge-based, public–private partnership to improve population health in England.&nbsp;Health Policy,&nbsp;119(11), 1506-1514.

Knai C et al. (2015)&nbsp;Has a public-private partnership resulted in action on healthier diets in England? An analysis of the Public Health Responsibility Deal food pledges.&nbsp;Food Policy,&nbsp;54, 1-10.
",UK,"Fast food restaurants, Menus, Voluntary measures"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","The Patient Protection and Affordable Care Act ⸻NYC




In 2008, New York City was the first jurisdiction to require calorie labelling in chain restaurants. The calorie labelling rule within the NYC Health Code was updated in 2015, with enforcement as of 22 May 2017. All covered food service establishments must now include two new nutrition statements on menus and menu boards (“2,000 calories a day is used for general nutrition advice, but calorie needs vary” and “Additional nutritional information available upon request”), have comprehensive nutrition information on-site and provide it to anyone who requests it, and provide calorie information for multiple-serving standard menu items, combination meals with choices, self-service food, food on display, menu items with a choice of toppings and temporary menu items. This rule affects any establishment that requires a Health Department permit and is part of a chain with ≥15 locations in the US. The updated rule also covers chain food retail establishments that offer restaurant-type food.&nbsp;

Evaluations

Elbel B et al. (2013)&nbsp;Calorie Labeling, Fast Food Purchasing and Restaurant Visits.&nbsp;Obesity,&nbsp;21(11): 2172-2179.

Krieger JW et al. (2013)&nbsp;Menu Labeling Regulations and Calories Purchased at Chain Restaurants.&nbsp;American Journal of Preventive Medicine,&nbsp;44(6), 595-604.

Dumanovsky et al. (2011)&nbsp;Changes in energy content of lunchtime purchases from fast food restaurants after introduction of calorie labelling: cross sectional customer surveys.&nbsp;BMJ,343, d4464.

Finkelstein et al. (2011)&nbsp;Mandatory Menu Labeling in One Fast-Food Chain in King County, Washington.&nbsp;American Journal of Preventive Medicine,&nbsp;40(2), 122-127.

Elbel B et al. (2009)&nbsp;Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City.&nbsp;Health Affairs,&nbsp;28(6), 1110-1121.

&nbsp;




&nbsp;
",USA,"Fast food restaurants, Menus, Vending machines"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","The&nbsp;Patient Protection and Affordable Care Act&nbsp;

Section 4205 of the&nbsp;Patient Protection and Affordable Care Act (2010) created a new clause 403(q)(5)(H) in the Federal Food, Drug, and Cosmetics Act (1938) which requires that all chain restaurants with 20 or more establishments display energy information on standard menu items. The implementing regulations were published by the Food and Drug Administration on 1 December 2014. Despite implementation being&nbsp;delayed several times, the regulation went into effect&nbsp;7 May 2018. Two states (California, Vermont), seven counties (eg King County, WA and Albany County, NY) and two municipalities (New York City, Philadelphia) have already implemented regulations requiring chain restaurants (often chains with more than a given number of outlets) to display calorie information on menus and display boards. These regulations will be pre-empted by the national law once implemented; local governments will still be able to enact menu labelling regulations for establishments not covered by national law (eg food trucks or restaurants not part of a chain which have not self-certified to voluntarily comply with the calorie labelling requirements). The regulations also require vending machine operators of more than 20 vending machines to post calories for food where the on-pack label is not visible to consumers. Implementation for vending machine operators is required by 26 July 2018.

Evaluations

Elbel B et al. (2013) Calorie Labeling, Fast Food Purchasing and Restaurant Visits. Obesity,&nbsp;21(11): 2172-2179.

Krieger JW et al. (2013) Menu Labeling Regulations and Calories Purchased at Chain Restaurants. American Journal of Preventive Medicine, 44(6), 595-604.

Dumanovsky et al. (2011) Changes in energy content of lunchtime purchases from fast food restaurants after introduction of calorie labelling: cross sectional customer surveys. BMJ, 343, d4464.

Finkelstein et al. (2011) Mandatory Menu Labeling in One Fast-Food Chain in King County, Washington. American Journal of Preventive Medicine, 40(2), 122-127.

Elbel B et al. (2009) Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City. Health Affairs, 28(6), 1110-1121.
",USA,"Fast food restaurants, Menus, Vending machines"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Warning labels on menus and displays in out-of-home venues","The&nbsp;Energy Drinks Law&nbsp;

In January 2016, the parliament of Latvia approved the Law on the handling of energy drinks, implemented on 1 June 2016. Retailers are required to display all energy drinks separately from other food items, and display a note at the point of sale stating ""High caffeine content. Not recommended for children and pregnant and breastfeeding women''. The Law also contains marketing restrictions (see “R – Restrict food advertising and other commercial promotion”).
",Latvia,"Energy drinks"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Warning labels on menus and displays in out-of-home venues","Sugar Labelling&nbsp;

Sugar reduction projects were established and implemented in 2015 after the Korea National Health and Nutrition Examination Survey analyzed people's sugar intake from 2007 to 2013. The results showed an increasing trend of sugar consumption particulatly for those aged 3-19 years old. Within this age group, sugar consumption was more than 10% of total energy intake.
","South Korea","Adolescents, Children, Label, Sugar"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Warning labels on menus and displays in out-of-home venues","The New York City Health Code&nbsp;

Following an amendment to Article 81 of the New York City Health Code (addition of section 81.49), chain restaurants are required to put a warning label on menus and menu boards, in the form of a salt-shaker symbol (salt shaker inside a triangle), when dishes contain 2,300mg of sodium or more. It came into effect on 1 December 2015 and applies to food service establishments with 15 or more locations nationwide. In addition, a warning statement is required to be posted conspicuously at the point of purchase: “Warning: [salt shaker symbol] indicates that the sodium (salt) content of this item is higher than the total daily recommended limit (2300 mg). High sodium intake can increase blood pressure and risk of heart disease and stroke.”&nbsp;As of May 2017, nine out of ten NYC chain restaurants were in compliance.
",USA,"Fast food restaurants, Menus, Salt, Warning"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Rules on nutrient claims (ie nutrient content and nutrient comparative claims)","Nutrient&nbsp;claims – Australia

Nutrition, Health and Related Claims Standard 1.2.7 (2013) introduces rules on the use of nutrition content claims (levels of fat for a low-fat claim) in Australia. Although nutrition content claims need to meet certain criteria set out in the Standard, there are no generalised nutritional criteria that restrict their use on ""unhealthy"" food.
",Australia,"Nutrient claims"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Rules on nutrient claims (ie nutrient content and nutrient comparative claims)","EU nutrient&nbsp;claims –&nbsp;Austria

Regulation 1924/2006 establishes EU-wide rules on the use of specified nutrient content and comparative claims (ie levels of fat for a low-fat claim). As of January 2010, only nutrition claims as listed in the Regulation’s annex are permitted. In theory, these nutrition claims may only be used on food defined as ""healthy"" by a nutrient profile. This nutrient profiling restriction was due to be implemented in 2010 but no model has yet been established. Therefore, permitted nutrition claims can be used as long as the conditions for use of the claim as set out in the annex are met. Once nutrient profiles are established, nutrition claims may only be used on food products deemed ""healthy"", though two notable exceptions will apply: nutrition claims referring to the reduction of fat, saturated fats, trans fats, sugars and salt/sodium will be allowed without reference to a profile for the specific nutrient, provided the claims comply with the conditions of the Regulation; and a nutrition claim may be used even if a single nutrient exceeds the nutrient profile as long as a statement in relation to this nutrient appears on the label in close proximity to, on the same side and with the same prominence, as the claim (the statement must read: 'High [name of nutrient] content').

Regulation&nbsp;1924/2006 also establishes rules about health claims, for more details, see ""N –&nbsp;Rules on health claims (ie nutrient function and disease risk reduction claims)"".
",Austria,"Nutrient claims"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Rules on nutrient claims (ie nutrient content and nutrient comparative claims)","Nutrient content lists- Bahrain

In the Gulf Cooperation Council, producers and retailers are required by law to provide a list of the nutrient content of pre-packaged food products (with limited exceptions), even in the absence of a nutrition or health claim. The rules define which nutrients must be listed and on what basis (eg per 100g/per serving).
",Bahrain,
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Rules on nutrient claims (ie nutrient content and nutrient comparative claims)","EU nutrient&nbsp;claims –&nbsp;Belgium

Regulation 1924/2006 establishes EU-wide rules on the use of specified nutrient content and comparative claims (ie levels of fat for a low-fat claim). As of January 2010, only nutrition claims as listed in the Regulation’s annex are permitted. Nutrition claims (referring to nutrient content claims or comparative claims, i.e. energy-free, low fat or reduced content of sugar) are allowed if listed in the annex of the Regulation and comply with the conditions of use applying for them. The European Food Safety Authority (EFSA) is responsible for evaluating the scientific evidence supporting health claims. The health claims approved and rejected appear in the EU Commission's register of approved and rejected claims. According to the Regulation, nutrition and health claims should only be used if complying with specific nutrient profiles (to be established) in order to avoid their use on foods with a nutritional composition that have a negative impact on health, i.e. high content of saturated fat, sugar or salt. However, these nutrient profiles have not yet been established and are pending since 2010.&nbsp;

Regulation&nbsp;1924/2006 also establishes rules about health claims, for more details, see ""N –&nbsp;Rules on health claims (ie nutrient function and disease risk reduction claims)"".
",Belgium,"Label, Nutrient claims"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Rules on nutrient claims (ie nutrient content and nutrient comparative claims)","Nutrient claims –&nbsp;Brazil

In Brazil, producers and retailers are required by law to provide a list of the nutrient content of pre-packaged food products (with limited exceptions), even in the absence of a nutrition or health claim. The rules define which nutrients must be listed and on what basis (eg per 100g/per serving). Most other countries follow Guideline CAC/GL 2-1985 from the Codex Alimentarius Commission in requiring nutrition labels only when a nutrition or health claim is made and/or on food with special dietary uses.
",Brazil,"Label, Nutrient claims"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Rules on nutrient claims (ie nutrient content and nutrient comparative claims)","EU nutrient&nbsp;claims –&nbsp;Bulgaria

Regulation 1924/2006 establishes EU-wide rules on the use of specified nutrient content and comparative claims (ie levels of fat for a low-fat claim). As of January 2010, only nutrition claims as listed in the Regulation’s annex are permitted. In theory, these nutrition claims may only be used on food defined as ""healthy"" by a nutrient profile. This nutrient profiling restriction was due to be implemented in 2010 but no model has yet been established. Therefore, permitted nutrition claims can be used as long as the conditions for use of the claim as set out in the annex are met. Once nutrient profiles are established, nutrition claims may only be used on food products deemed ""healthy"", though two notable exceptions will apply: nutrition claims referring to the reduction of fat, saturated fats, trans fats, sugars and salt/sodium will be allowed without reference to a profile for the specific nutrient, provided the claims comply with the conditions of the Regulation; and a nutrition claim may be used even if a single nutrient exceeds the nutrient profile as long as a statement in relation to this nutrient appears on the label in close proximity to, on the same side and with the same prominence, as the claim (the statement must read: 'High [name of nutrient] content').

Regulation&nbsp;1924/2006 also establishes rules about health claims, for more details, see ""N –&nbsp;Rules on health claims (ie nutrient function and disease risk reduction claims)"".
",Bulgaria,"Label, Nutrient claims"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Rules on nutrient claims (ie nutrient content and nutrient comparative claims)","Nutrient claims –&nbsp;Costa Rica

A 2012 Central American Technical Regulation (67.01.60:10) establishes rules on the use of specified nutrient content claims (ie levels of fat for a low-fat claim). Claims are not permitted on products that may promote or sanction excessive consumption of these nutrients or undermine good dietary practice. Although nutrition content claims need to meet certain criteria set out in the Regulation, there are no generalised nutritional criteria that restrict their use on ""unhealthy"" food.
","Costa Rica","Nutrient claims"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Rules on nutrient claims (ie nutrient content and nutrient comparative claims)","EU nutrient claims –&nbsp;Croatia

Regulation 1924/2006 establishes EU-wide rules on the use of specified nutrient content and comparative claims (ie levels of fat for a low-fat claim). As of January 2010, only nutrition claims as listed in the Regulation’s annex are permitted. In theory, these nutrition claims may only be used on food defined as ""healthy"" by a nutrient profile. This nutrient profiling restriction was due to be implemented in 2010 but no model has yet been established. Therefore, permitted nutrition claims can be used as long as the conditions for use of the claim as set out in the annex are met. Once nutrient profiles are established, nutrition claims may only be used on food products deemed ""healthy"", though two notable exceptions will apply: nutrition claims referring to the reduction of fat, saturated fats, trans fats, sugars and salt/sodium will be allowed without reference to a profile for the specific nutrient, provided the claims comply with the conditions of the Regulation; and a nutrition claim may be used even if a single nutrient exceeds the nutrient profile as long as a statement in relation to this nutrient appears on the label in close proximity to, on the same side and with the same prominence, as the claim (the statement must read: 'High [name of nutrient] content').
",Croatia,"Nutrient claims"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Rules on nutrient claims (ie nutrient content and nutrient comparative claims)","EU nutrient&nbsp;claims –&nbsp;Cyprus

Regulation 1924/2006 establishes EU-wide rules on the use of specified nutrient content and comparative claims (ie levels of fat for a low-fat claim). As of January 2010, only nutrition claims as listed in the Regulation’s annex are permitted. In theory, these nutrition claims may only be used on food defined as ""healthy"" by a nutrient profile. This nutrient profiling restriction was due to be implemented in 2010 but no model has yet been established. Therefore, permitted nutrition claims can be used as long as the conditions for use of the claim as set out in the annex are met. Once nutrient profiles are established, nutrition claims may only be used on food products deemed ""healthy"", though two notable exceptions will apply: nutrition claims referring to the reduction of fat, saturated fats, trans fats, sugars and salt/sodium will be allowed without reference to a profile for the specific nutrient, provided the claims comply with the conditions of the Regulation; and a nutrition claim may be used even if a single nutrient exceeds the nutrient profile as long as a statement in relation to this nutrient appears on the label in close proximity to, on the same side and with the same prominence, as the claim (the statement must read: 'High [name of nutrient] content').
",Cyprus,"Nutrient claims"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Rules on nutrient claims (ie nutrient content and nutrient comparative claims)","EU nutrient claims –&nbsp;Czech Republic

Regulation 1924/2006 establishes EU-wide rules on the use of specified nutrient content and comparative claims (ie levels of fat for a low-fat claim). As of January 2010, only nutrition claims as listed in the Regulation’s annex are permitted. In theory, these nutrition claims may only be used on food defined as ""healthy"" by a nutrient profile. This nutrient profiling restriction was due to be implemented in 2010 but no model has yet been established. Therefore, permitted nutrition claims can be used as long as the conditions for use of the claim as set out in the annex are met. Once nutrient profiles are established, nutrition claims may only be used on food products deemed ""healthy"", though two notable exceptions will apply: nutrition claims referring to the reduction of fat, saturated fats, trans fats, sugars and salt/sodium will be allowed without reference to a profile for the specific nutrient, provided the claims comply with the conditions of the Regulation; and a nutrition claim may be used even if a single nutrient exceeds the nutrient profile as long as a statement in relation to this nutrient appears on the label in close proximity to, on the same side and with the same prominence, as the claim (the statement must read: 'High [name of nutrient] content').
","Czech Republic","Nutrient claims"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Rules on nutrient claims (ie nutrient content and nutrient comparative claims)","EU nutrient&nbsp;claims –&nbsp;Denmark

Regulation 1924/2006 establishes EU-wide rules on the use of specified nutrient content and comparative claims (ie levels of fat for a low-fat claim). As of January 2010, only nutrition claims as listed in the Regulation’s annex are permitted.&nbsp;Nutrition claims (referring to nutrient content claims or comparative claims, i.e. energy-free, low fat or reduced content of sugar)&nbsp;are allowed if listed in the annex of the Regulation and comply with the conditions of use applying for them.&nbsp;The European Food Safety Authority (EFSA) is responsible for evaluating the scientific evidence supporting health claims. The health claims approved and rejected appear in the EU Commission's register of approved and rejected claims.

According to the Regulation, nutrition and health claims&nbsp;should only be used if complying with specific nutrient profiles (to be established) in order to avoid their use&nbsp;on foods with a nutritional composition that have a negative impact on health, i.e. high content of saturated fat, sugar or salt. However, these nutrient profiles have not yet been established and are pending since 2010.&nbsp;

Regulation&nbsp;1924/2006 also establishes rules about health claims, for more details, see ""N –&nbsp;Rules on health claims (ie nutrient function and disease risk reduction claims)"".
",Denmark,"Label, Nutrient claims"
Nourishing,"Nutrition label standards and regulations on the use of claims and implied claims on food","Rules on nutrient claims (ie nutrient content and nutrient comparative claims)","Nutrient&nbsp;claims –&nbsp;El Salvador

A 2012 Central American Technical Regulation (67.01.60:10) establishes rules on the use of specified nutrient content claims (ie&nbsp;levels of fat for a low-fat claim). Claims are not permitted on products that may promote or sanction excessive consumption of these nutrients or undermine good dietary practice. Although nutrition content claims need to meet certain criteria set out in the Regulation, there are no generalised nutritional criteria that restrict their use on ""unhealthy"" food.
","El Salvador","Nutrient claims"
