"","Type","Policy.area","Sub.policy.area","Policy.action","Topics","type","status","national","ISO3","M49_code","country"
"99","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","The Health Star Rating (HSR)

In 2014, the government of New Zealand implemented a Health Star Rating (HSR) system as a voluntary scheme for industry adoption. It is a joint Australian, state and territory governments and New Zealand government initiative developed in collaboration with industry, public health and consumer groups. The HSR system takes into account four aspects of a food associated with increasing risk for chronic diseases; energy, saturated fat, sodium and total sugars content along with certain ""positive"" aspects of a food such as its content of fruit, vegetables, nuts and legumes, and, in some instances, dietary fibre and protein. Star ratings range from ½ star (least healthy) to 5 stars (most healthy). Implementation is overseen by the Australia and New Zealand Ministerial Forum on Food Regulation, the Front-of-Pack Labelling Steering Committee, the Trans-Tasman Health Star Rating Advisory Committee, the New Zealand Health Star Rating Advisory Group and a Technical Advisory Group.&nbsp;

Evaluations

Mhurchu CN et al.&nbsp;(2017) Effects of a voluntary front-of-pack nutrition labelling system on packaged food reformulation: The Health Star Rating system in New Zealand. Nutrients 9(8), 918.
","Front-of-pack, Label","regulatory","mandatory","national","NZL",554,"New Zealand"
"100","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","The Heart Check Nutrition Labelling Programme&nbsp;

The Nigerian Heart Foundation developed the voluntary Heart Check&nbsp;front-of-pack labelling programme in collaboration with the National Agency for Food and Drug Administration and Control (NAFDAC). Products must meet nutritional criteria, set by the Nigerian Heart Foundation and approved by NAFDAC, on added sugar, sodium, fat as well as dietary fibre; oils and related products must meet criteria on trans fat and cholesterol. The Nigerian Heart Foundation grants permission to use the Heart Check&nbsp;logo on packaged food following a joint approval by NAFDAC and Nigerian Heart Foundation. The logo is in use since 2005; the criteria were last amended in January 2016.
","Civil society, Fat, Front-of-pack, Label, Sugar, Trans fats, Voluntary measures","regulatory","voluntary","national","NGA",566,"Nigeria"
"101","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","EU Regulation Provision of Food Information to Consumers ⸻Norway

EU Regulation 1169/2011 on the Provision of Food Information to Consumers, passed in 2011, permits EU Member States to develop voluntary guidelines for front of pack nutrition information, to be used in addition to the mandatory nutrition information on the back of pack. Information on energy value, fat, saturated fat, sugar and salt content is permitted. Different styles of presentation (eg % Guideline Daily Allowances or traffic lights) are permitted. This Regulation is also applicable in Iceland, Norway and Liechtenstein as members of the European Economic Area and Switzerland based on its bilateral agreements with the EU.
","Front-of-pack, Label, Nutrient claims","regulatory","mandatory","national","NOR",578,"Norway"
"102","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","The Keyhole Logo

&nbsp;

The Keyhole symbol has been used as a common Nordic labelling scheme on food products in Norway, Denmark and Sweden since 2009. Which food product groups that can be labelled with the Keyhole symbol and the criteria the products must meet, are determined by Norwegian, Swedish, Danish and Icelandic authorities. Use of the logo is voluntary, but products must conform to the nutrition criteria, which are identical among participant countries of the programme. The aim of the Keyhole logo is to help consumers choose products that contain less fat, salt and sugar. The purpose of the scheme is also to stimulate the food industry to develop more products with less fat, healthier fatty acid composition, less salt and sugar as well as with more dietary fiber, whole grains, vegetables and fruits.

In Norway, the Directorate of Health and the Norwegian Food Safety Authority are responsible for the labelling scheme. Using the Keyhole symbol is voluntary, and it is the manufacturers’ responsibility to follow the set of criteria set by the authorities. The Norwegian Food Safety Authority is responsible for monitoring compliance with the regulations regarding use of the label. New, stricter requirements came into force on 1 March 2015, with a transition period until 1 September 2016 for products adhering to the old requirements. Under the new requirements, Keyhole products will need to contain less salt, sugar and saturated fat, and more whole grains. For the first time, criteria were introduced for maximum salt content in meat and fish products. Foods marked with the Keyhole contain more fiber and whole grains and less fat and saturated fat, sugar and salt, compared to other foods of the same type without the Keyhole. Some foods also contain more vegetables, fruits and berries.

The keyhole can be found on the packaging of the foods. You can also find the label on bread, meat and cheese that is not wrapped. All fresh fish, fruits, berries, vegetables and potatoes are keyhole products, even though they are not labeled with the Keyhole.
","Front-of-pack, Label","regulatory","voluntary","national","NOR",578,"Norway"
"103","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","Decree on Health Warnings on the Promotion of Healthy Eating among Children and Adolescents&nbsp;

Since June 2019, under the Supreme Decree No. 012-2018-SA ‘Health Warnings on the Promotion of Healthy Eating among Children and Adolescents’, all processed food and drink products sold in Peru must carry a mandatory black and white nutrition warning label if they are high in salt, sugar and saturated fat, or contain trans fats. The label must be placed in the upper right-hand part of the product’s front label. Warning labels must be placed on drinks that contain 100mg or more of sodium per 100ml, 6g or more of sugar per 100ml, 3g or more of saturated fat per 100ml and on foods that contain 800mg or more of sodium per 100g, 22.5g or more of sugar per 100g, 6g or more of saturated fat per 100g or products that contain any trans fat (unless naturally occurring). Advertisements of these food products (via print and internet) must be accompanied by the display of these warning labels. Radio media and audio-visual (video, TV, cinema) advertisements of these food products must contain warnings that state “HIGH IN’ followed by a combination of SODIUM, SUGAR, and SATURATED FATS, along with a legend that is proportional to the duration of the advertisement such as “Avoid excessive consumption”. Furthermore, audio-visual advertisements for products containing trans-fats must contain audio warnings stating “CONTAINS TRANS FATS”, accompanied by the legend “Avoid consumption”.
","Advertising, Children, Front-of-pack, Label, Salt, Saturated fat, Sugar, Trans fats, Warning, Young people","regulatory","mandatory","national","PER",604,"Peru"
"104","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","FDA voluntary&nbsp;front&nbsp;of&nbsp;pack label

On 13 December 2012, the Philippines Food and Drug Administration issued FDA Circular No. 2012-015 which set out guidelines for a voluntary front of pack label that applies to FDA-CFRR regulated products (processed and prepackaged food products). The label must appear on the lower right hand portion of the principal display panel and must outline the amount of energy per serving of the food, and the percentage of the calorie value based on the Recommended Energy and Nutrient Intakes (RENI) for energy. Producers need to submit their labels to the FDA for approval before they can be displayed.
","Front-of-pack, Label, Voluntary measures","regulatory","voluntary","national","PHL",608,"Philippines"
"105","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","The Healthier Choice Symbol&nbsp;

The government of Singapore introduced a Healthier Choice&nbsp;symbol in 1998 with defined nutrition criteria. Food manufacturers and retailers can voluntarily use the label on front-of-pack for products that meet the nutritional criteria. In 2003, the use of the symbol was extended to food service operators such as hawkers and restaurants. Food service operators can display the symbol next to dishes meeting the criteria. There is also a Healthy Snack symbol for products that are individually packed in small portions and meet specific nutrition guidelines. A refreshed Healthier Choice symbol, based on revised nutrient guidelines, was launched in September 2015 and existing products with the current symbol&nbsp;will have to be depleted by 1 January 2018. Products carrying the current symbol&nbsp;will need to re-apply to carry the revised symbol. Currently there are nutrition guidelines covering &gt;60 food categories.
","Front-of-pack, Label, Voluntary measures","regulatory","voluntary","national","SGP",702,"Singapore"
"106","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","The Little Heart Logo

In 1993, the Slovenian Heart Foundation initiated the Little Heart&nbsp;logo (formerly Protects Health&nbsp;label), a stylised heart that can be used on pre-packed food&nbsp;and menus in public canteens that meet the requirements of the European Commission’s Regulation No. 1924/2006 on Nutrition and Health Claims made on Foods. Underneath the heart symbol, the specific nutritional properties are listed that the product meets (eg&nbsp;low fat content, rich in fibre) and which make it a healthier choice compared with&nbsp;other food products in the same category. The initiative is supported by the Slovenian Ministry of Health and the Ministry of Agriculture, Forestry and Food.&nbsp;
","Civil society, Label, Menus, Voluntary measures","regulatory","mandatory","national","SVN",705,"Slovenia"
"107","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","Special Act on Safety Control of Children's Dietary Life

The South Korean Special Act on Safety Control of Children's Dietary Life recommends colour-coded labelling for use on the front of pre-packaged children's ""favourite food"" including cookies/candies/popsicles, breads, chocolates, dairy products, sausage (fish&nbsp;or meat based), some beverages, instant noodles and fast food&nbsp;(seaweed rolls, hamburgers, sandwiches). Guidance for the front-of-pack colour-coded labelling was issued by Public Notice (2011), and outlines three permitted designs using green, amber and red to identify whether products contain low, medium or high levels of total sugars, fat, saturated fat, and sodium.
","Fat, Front-of-pack, Label, Salt, Saturated fat, Sugar, Traffic light","regulatory","mandatory","national","KOR",410,"Republic of Korea"
"108","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","Traffic light labelling system

On 1 May 2016, a traffic light labelling system for beverages was implemented in Sri Lanka after the government introduced a regulation under Section 32 of the Food Act, No. 26 of 1980. The regulation states that drinks that contain more than 11g of sugar per 100ml of drink should have a red label, drinks that contain 2–11g per 100ml should have an amber label and drinks containing less than 2g per 100ml should have a green label. The regulations have been enforced with raids carried out on retailers by Ministry of Health officers, and legal action is threatened for those who do not comply with the regulation under Section 32, as above.
","Label, Sugar, Sugary drinks, Traffic light","regulatory","mandatory","national","LKA",144,"Sri Lanka"
"109","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","The Keyhole Logo

The Swedish government set nutritional criteria for the use of the Keyhole logo established in Sweden in 1989 and launched as a common Nordic label on 17 June 2009 in Sweden, Denmark and Norway. The Keyhole is a food label that identifies healthier food products within a product group and it&nbsp;aims&nbsp;&nbsp;to help consumers choose products that contain less fat, salt and sugar.&nbsp; Foods labelled with the Keyhole contain less sugars and salt, more fibre and wholegrain and healthier or less fat than food products of the same type not carrying the symbol. Use of the logo is voluntary, but products must conform to the Nordic Nutrition Recommendations, which are identical among participant countries of the programme and are founded on scientific research.

New, stricter requirements came into force on 1 March 2015, with a transition period until 1 September 2016 for products adhering to the old requirements. Under the new requirements, Keyhole products will need to contain less salt, sugar and saturated fat, and more whole grains. For the first time, criteria were introduced for maximum salt content in meat and fish products. Further, starting in 2021, the Keyhole logo can be added to plant-based foods and to healthier ready-made meals.

&nbsp;
","Front-of-pack, Label","regulatory","voluntary","national","SWE",752,"Sweden"
"110","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","EU Regulation Provision of Food Information to Consumers ⸻&nbsp;Switzerland

EU Regulation 1169/2011 on the Provision of Food Information to Consumers, passed in 2011, permits EU Member States to develop voluntary guidelines for front of pack nutrition information, to be used in addition to the mandatory nutrition information on the back of pack. Information on energy value, fat, saturated fat, sugar and salt content is permitted. Different styles of presentation (eg % Guideline Daily Allowances or traffic lights) are permitted. This Regulation is also applicable in Iceland, Norway and Liechtenstein as members of the European Economic Area and Switzerland based on its bilateral agreements with the EU.
","Front-of-pack, Label, Nutrient claims","regulatory","mandatory","national","CHE",756,"Switzerland"
"111","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","FDHA Ordinance of 16 December 2016 on Information on Foodstuffs

FDHA Ordinance of 16 December 2016 on Information on Foodstuffs defines the principles and requirements for the provision of information on foodstuffs and, in particular, regulates their labelling at the time they are supplied to consumers as well as their advertising.The nutritional value declaration is mandatory for all foodstuffs, except for foodstuffs according to Appendix 9 which includes drinks with an alcohol content of more than 1.2% by volume.
","","regulatory","mandatory","national","CHE",756,"Switzerland"
"112","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","Nutri-Score - Switzerland

The Nutri-Score is a voluntary food labeling exercise by producers. It shows on a color scale from A to E how balanced a product is put together. With the Nutri-Score you can compare similar foods at a glance.
The label can be found on the front packaging of various foods. It shows the nutritional value at a glance. The Nutri-Score is calculated using a scientifically validated method. To obtain the final product score per 100 g or 100 ml, the calculation takes into account elements to promote (the content of fruits and vegetables, legumes, fibres, nuts and proteins)and elements to limit (the content of sugars, salt, saturated fat and calories).

&nbsp;
","","regulatory","voluntary","national","CHE",756,"Switzerland"
"113","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","The&nbsp;Guideline Daily Amounts (GDAs) Label &amp; the&nbsp;Healthier Choices Logo&nbsp;

The Ministry of Public Health Notification (No. 374) BE. 2559 (2016) issued by the Thai Food and Drug Administration requires five categories of food (snack, chocolate, bakery, semi-processed food and chilled or frozen meal) to carry a Guideline Daily Amounts (GDAs) label.

In August 2016, the voluntary Healthier Choices logo was launched in Thailand, a front-of-pack&nbsp;labelling scheme to help consumers identify healthier food choices (Notification of the Ministry of Public Health No. 373, B.E.2559 2016, Re: The Display of Nutrition Symbol on Food Label, 12 February 2016). The logo was developed in collaboration between the National Food Commission, the Ministry of Health's Food and Drug Administration, the Health Promotion Foundation and Mahidol University. The Healthier Choices logo is owned by the Thai Food and Drug Administration, and its use is managed by the Nutrition Promotion Foundation of Mahidol University. The logo can be applied to beverages, sauces and condiments, dairy products, ready-to-eat meals, instant food and snacks; it is intended to eventually cover all food products. To be eligible for the logo, fish sauce must&nbsp;not contain more than 6g of sodium per 100ml, and soy sauce not more than 5g sodium per 100ml. Beverages must&nbsp;not contain more than 6g of sugar per 100ml if they are sold in single-serving containers; in beverages sold in containers that exceed 150% of a single serving, sugar must not exceed 18g per container. All other food&nbsp;must not exceed 500kcal and has&nbsp;to reach at least 20 points out of an achievable 40 points on the required nutrient content. The point system contains minimum and maximum levels of total fat, saturated fat, total sugar, protein, sodium, calcium fibre and iron in six categories, ranging from 0 (worst) to 5 (best).
","Front-of-pack, Salt, Saturated fat, Sugar, Voluntary measures, Warning","regulatory","voluntary","national","THA",764,"Thailand"
"114","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","The Weqaya Logo

In 2015, the Health Authority Abu Dhabi (HAAD) introduced the voluntary Weqaya food programme which allows food producers to use the Weqaya logo on products which satisfy the criteria set out in the Specification for using the Weqaya food programme (ADS 13/2015). The logo consists of a heart shape in which the word ‘Weqaya’ is written, meaning ‘prevention’ in Arabic. The specifications require that products must adhere to maximum levels of calories, total fat, saturated and trans fat, sodium, added, total and naturally occurring sugars, and cholesterol. In addition, they may not be deep fried or contain artificial sweeteners and flavours.&nbsp;Flour, rice and grain-based products must contain minimum amounts of whole grains and fibre to be permitted to bear the logo. The only beverages allowed under the programme are unsweetened 100% vegetable juices, and unsweetened low fat milk and other fermented dairy products.
","Fat, Label, Saturated fat, Sugar, Trans fats, Voluntary measures","regulatory","voluntary","subnational","ARE",784,"United Arab Emirates"
"115","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Clearly visible ""interpretative"" labels and warning labels","The ""Multiple Traffic Light""&nbsp;Front of Pack Nutrition Labelling – UK

EU Regulation No. 1169/2011 allows voluntary repetition on pre-packed food labels of those elements of the mandatory nutrition declaration that are of key importance for public health. Colour coding is an additional form of expression. &nbsp;In 2013, UK Ministers recommended the ‘multiple traffic light’. This label uses a colour coded system to provide simplified ‘at a glance’ information to help consumers determine if the prepacked food they are considering purchasing is high (red), medium (amber) or low (green) in fat, saturated fat, sugars and salt. If providing front of pack nutrition labelling, energy must be declared as kJ/kcal per 100g/mL as a minimum.

Front of pack nutrition labels, or labels that use interpretational aids such as colours and symbols can support healthy choices and may reduce obesity rates by communicating complex nutritional information to shoppers in a way that is easy to understand. This in turn may reduce dietary intakes of calories and nutrients, such as salt, saturated fat and sugar which, if overconsumed, have been linked to chronic disease and may also help consumers to control their calorie intake.
In 2012, following significant research on labelling schemes, the UK Government and Devolved Administrations consulted on how greater consistency and clarity on FOPNL might be achieved. In 2013 UK Health Ministers recommended the voluntary multiple traffic light label, a colour-coded system which shows at a glance whether a product is high (red) medium (amber) or low (green) in fat, saturated fat, salt and sugars, including the total energy (kilocalories and kilojoules) it provides.
Between 30 July – 21 October 2020 the UK Government held a four-nation evidence-gathering consultation on our front of pack nutrition labelling scheme to consider whether improvements were needed. &nbsp;
•&nbsp;&nbsp; &nbsp;This invited views and evidence on the &nbsp;
o&nbsp;&nbsp; &nbsp;Current multiple traffic light scheme&nbsp;
o&nbsp;&nbsp; &nbsp;New international examples&nbsp;
o&nbsp;&nbsp; &nbsp;Whether FOPNL should reflect latest dietary advice&nbsp;
•&nbsp;&nbsp; &nbsp;Alongside the consultation we commissioned the Obesity Policy Research Unit to test which FOPNL options support people to make healthier choices. &nbsp;

Evaluations

Sacks G et al. (2009) Impact of front-of-pack ‘traffic-light’ nutrition labelling on consumer food purchases in the UK. Health Promotion International,&nbsp;24(4), 344-352.
","Fat, Front-of-pack, Salt, Saturated fat, Sugar, Traffic light, Voluntary measures","regulatory","mandatory","national","GBR",826,"United Kingdom of Great Britain and Northern Ireland"
"116","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","On-shelf labelling","The Food Safety Act&nbsp;

The Food Safety Act 2009 requires on-shelf labelling for canned luncheon meat, canned meat containing other food that has more than 20% fat, and for all minced meats and sausages sold unpackaged. The label should read ""This brand of canned luncheon meat/canned meat with (name of the other food) is high in fat. For a healthy diet eat less"". It is reported to not be widely implemented.
","Fat","regulatory","mandatory","national","FJI",242,"Fiji"
"117","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","On-shelf labelling","The Pure Food (Food Control) Regulations&nbsp;

The Pure Food (Food Control) Regulations 2009 in the Solomon Islands require on-shelf labeling for canned luncheon meat, canned meat containing other food that has more than 20% fat, and for all minced meats and sausages sold unpackaged. The label should read ""This brand of canned luncheon meat/canned meat with (name of the other food) is high in fat. For a healthy diet eat less"". It is reported to not be widely implemented.
","Fat, Label, Warning","regulatory","mandatory","national","SLB",90,"Solomon Islands"
"118","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","Guidelines on fast food menu labelling&nbsp;

In 2010, the Nutrition Section of the Ministry of Health of Bahrain&nbsp;developed voluntary menu labelling recommendations for fast food chain restaurants. Nutrients are mostly displayed per portion and include calories, fat, protein, carbohydrates, salt and sugar. Menu labelling may be done in a variety of ways such as on panels at ordering counters and checkouts or on food tray sheets. The main fast food chains operating in Bahrain have implemented the menu labelling recommendations (such as Burger King, McDonald’s, Diary Queen, Kentucky Fried Chicken, Subway and Jasmi’s).
","Fast food restaurants, Fat, Menus, Salt, Sugar, Voluntary measures","regulatory","voluntary","national","BHR",48,"Bahrain"
"119","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","The Healthy Menu Choices Act&nbsp;

In effect since 1 January 2017, Ontario’s Healthy Menu Choices Act, 2015 (passed in May 2015 as part of the Making Healthier Choices Act, 2015 (Bill 45) and accompanied by Ontario Regulation 50/16) requires food service premises that are part of a chain of 20 or more food service premises in Ontario (as well as certain cafeteria-style food service premises) to display calories for “standard food items” on menus, labels and display tags. Regulated food service premises include&nbsp;restaurants, quick-service restaurants, convenience stores, grocery stores, movie theatres, public-facing cafeterias, food trucks and others. “Standard food items” are restaurant-type food or drink items (eg ready-to-eat items) that are sold or offered for sale in servings that are standardised for portion and content. Menus include paper menus, menu boards, electronic menus, drive-through menus, online menus or menu applications, advertisements and promotional flyers. Food service premises must also display information on daily caloric requirements. Ontario’s 36 public health units are responsible for implementation of the Act. The Ministry of Health and Long-Term Care developed an implementation guide, fact sheets and a frequently asked questions document to facilitate and streamline implementation.
","Fast food restaurants, Menus","regulatory","mandatory","subnational","CAN",124,"Canada"
"120","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","Voluntary calorie labelling

In 2012, the Minister for Health called on all standard food service businesses to voluntarily display calories on food and drinks served in Ireland under the calorie menu labelling scheme as part of a multi-faceted approach to reduce the burden of overweight and obesity. To assist this, the Food Safety Authority of Ireland (FSAI) published a guide to ensure that the calorie information provided was useful for customers. This guide revolves around four core principles: 1) to provide calorie information on all standard food and drink items sold, 2) to have this information displayed clearly andprominently at the ‘point of choice’ for the consumer, 3) to display this information per portion or per meal and 4) to include information regarding average daily calorie needs so consumers can ‘make sense’ of calorie references on menus.
","","regulatory","voluntary","national","IRL",372,"Ireland"
"121","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","Guidelines on&nbsp;Advertisement and Nutrition Labelling for Fast Food Restaurants&nbsp;

Based on the voluntary 2008 Guidelines on&nbsp;Advertisement and Nutrition Labelling for Fast Food Restaurants, Malaysian fast food restaurants are encouraged to display nutrient information on energy, carbohydrates, protein, fat and sodium for food and total sugar for beverages. Restaurants are free to decide how they display this information (eg&nbsp;on-pack labelling, brochures, posters in the outlet). Implementation of the Guidelines is not monitored but the Ministry of Health periodically engages with the fast food industry to urge companies to implement the Guidelines.
","Fast food restaurants, Fat, Salt, Sugar, Voluntary measures","regulatory","voluntary","national","MYS",458,"Malaysia"
"122","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","Principles for Introducing Point-of-Sale Nutrition Information in Standard Food Outlets

In October 2011, the (then) Legislative and Governance Forum on Food Regulation endorsed a set of principles to facilitate national consistency if jurisdictions elect to introduce state or territory based legislation for the display of point-of-sale nutrition information in standard food outlets. Based on these national principles the following regulations are in place: The QLD Health Legislation Amendment Act 2016 in the Australian Capital Territory (amendments to Food Regulation 2002 in effect since February 2012) and the states of New South Wales (Food Regulation 2010, in effect since February 2011), South Australia (amendments to Food Regulation 2002 in effect since February 2012), Queensland (amendments to Food Act 2006, passed in March 2016, enforceable from March 2017) and Victoria (amendment to Food Act 1984 in effect since 1 May 2018) require restaurant chains (eg fast food chains, ice cream bars) with ≥20 outlets in the state (or seven in the case of ACT), or 50 or more across Australia, to display the kilojoule content of food products on their menu boards. The display must be clear and legible. Average adult daily energy intake of 8,700kJ must also be prominently featured. Other chains/food outlets are allowed to provide this information on a voluntary basis, but must follow the provisions of the legislation (except in Victoria where voluntary display need not comply with the legislation). Work is currently underway to consider approaches to achieve better national consistency in menu labelling across Australia.

Evaluations

Wellard L et al. (2015) The availability and accessibility of nutrition information in fast food outlets in five states post-menu labelling legislation in New South Wales. Australian and New Zealand Journal of Public Health,&nbsp;39(6), 546-549.

New South Wales Food Authority (2013) Evaluation of Kilojoule Menu Labelling. NSW Food Authority,&nbsp;Newington,&nbsp;NSW.
","Fast food restaurants, Menus","regulatory","mandatory","national","NZL",554,"New Zealand"
"123","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","The Special Act on Safety Control of Children's Dietary Life&nbsp;

Since 2010, the South Korean Special Act on Safety Control of Children’s Dietary Life has required all chain restaurants with 100 or more establishments to display nutrient information on menus including energy, total sugars, protein, saturated fat and sodium on menus.
","Fast food restaurants, Menus, Salt, Saturated fat, Sugar","regulatory","mandatory","national","KOR",410,"Republic of Korea"
"124","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","The Act Governing Food Safety and Sanitation&nbsp;

Since July 2015, convenience store chains, drink vendor chains and fast food chains have to label the sugar and caffeine content of prepared-when-ordered drinks (eg&nbsp;coffee- and tea-based drinks, fruit and vegetable juices) according to a regulation based on the Act Governing Food Safety and Sanitation. The amount of sugar added to drinks (specified in sugar cubes) and its calorie content have to be displayed on drink menus and/or notice boards in a prescribed minimum font. In addition, different colours have to be used to signal the level of caffeine contained in coffee drinks. It is reported that many stores are not compliant with these labelling requirements due to lack of resources.
","Fast food restaurants, Menus, Sugar","regulatory","mandatory","subnational","CHN",156,"China"
"125","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","The Responsibility Deal

In England, as part of the government’s Responsibility Deal, 45 out-of-home businesses committed to provide calorie information on menus and display boards, including some leading companies. Although voluntary, the label had to follow a standard government model. The Out of Home Calorie Labelling pledge was implemented in September 2011. The Responsibility Deal was operational during the coalition government from 2010 to 2015.

Expired policy

Evaluations

Knai C et al. (2017)&nbsp;An evaluation of a public–private partnership to reduce artificial trans fatty acids in England, 2011–2016.&nbsp;European Journal of Public Health,&nbsp;ckx002, 1-4.

Durand MA et al. (2015)&nbsp;An evaluation of the Public Health Responsibility Deal: Informants’ experiences and views of the development, implementation and achievements of a pledge-based, public–private partnership to improve population health in England.&nbsp;Health Policy,&nbsp;119(11), 1506-1514.

Knai C et al. (2015)&nbsp;Has a public-private partnership resulted in action on healthier diets in England? An analysis of the Public Health Responsibility Deal food pledges.&nbsp;Food Policy,&nbsp;54, 1-10.
","Fast food restaurants, Menus, Voluntary measures","regulatory","voluntary","subnational","GBR",826,"United Kingdom of Great Britain and Northern Ireland"
"126","Nourishing","Nutrition label standards and regulations on the use of claims and implied claims on food","Calorie and nutrient labelling on menus and displays in out-of-home venues","The Patient Protection and Affordable Care Act ⸻NYC




In 2008, New York City was the first jurisdiction to require calorie labelling in chain restaurants. The calorie labelling rule within the NYC Health Code was updated in 2015, with enforcement as of 22 May 2017. All covered food service establishments must now include two new nutrition statements on menus and menu boards (“2,000 calories a day is used for general nutrition advice, but calorie needs vary” and “Additional nutritional information available upon request”), have comprehensive nutrition information on-site and provide it to anyone who requests it, and provide calorie information for multiple-serving standard menu items, combination meals with choices, self-service food, food on display, menu items with a choice of toppings and temporary menu items. This rule affects any establishment that requires a Health Department permit and is part of a chain with ≥15 locations in the US. The updated rule also covers chain food retail establishments that offer restaurant-type food.&nbsp;

Evaluations

Elbel B et al. (2013)&nbsp;Calorie Labeling, Fast Food Purchasing and Restaurant Visits.&nbsp;Obesity,&nbsp;21(11): 2172-2179.

Krieger JW et al. (2013)&nbsp;Menu Labeling Regulations and Calories Purchased at Chain Restaurants.&nbsp;American Journal of Preventive Medicine,&nbsp;44(6), 595-604.

Dumanovsky et al. (2011)&nbsp;Changes in energy content of lunchtime purchases from fast food restaurants after introduction of calorie labelling: cross sectional customer surveys.&nbsp;BMJ,343, d4464.

Finkelstein et al. (2011)&nbsp;Mandatory Menu Labeling in One Fast-Food Chain in King County, Washington.&nbsp;American Journal of Preventive Medicine,&nbsp;40(2), 122-127.

Elbel B et al. (2009)&nbsp;Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City.&nbsp;Health Affairs,&nbsp;28(6), 1110-1121.

&nbsp;




&nbsp;
","Fast food restaurants, Menus, Vending machines","regulatory","mandatory","subnational","USA",840,"United States of America"
